eventid|venueid|catid|dateid|eventname|starttime
8357|69|9|2155|Lonestar|2008-11-25 19:30:00.000000
8577|70|9|2155|Country Thunder USA|2008-11-25 15:00:00.000000
545|239|6|2156|Gypsy|2008-11-26 19:30:00.000000
732|225|6|2156|West Side Story|2008-11-26 19:30:00.000000
877|225|6|2156|Mamma Mia!|2008-11-26 14:30:00.000000
1147|235|6|2156|The Little Mermaid|2008-11-26 20:00:00.000000
1180|200|6|2156|Dirty Dancing|2008-11-26 19:30:00.000000
3343|218|7|2156|A Doll's House|2008-11-26 14:00:00.000000
4036|33|9|2156|Snoop Dogg|2008-11-26 14:30:00.000000
4886|2|9|2156|Weird Al Yankovic|2008-11-26 19:30:00.000000
5247|51|9|2156|Tailgate 2008|2008-11-26 15:00:00.000000
5652|108|9|2156|Justin Timberlake|2008-11-26 19:30:00.000000
6887|116|9|2156|Paul McCartney|2008-11-26 15:00:00.000000
7240|61|9|2156|Bette Midler|2008-11-26 14:00:00.000000
7410|35|9|2156|Coldplay|2008-11-26 19:00:00.000000
7552|119|9|2156|The Police|2008-11-26 15:00:00.000000
7801|4|9|2156|Kenny Loggins|2008-11-26 14:00:00.000000
901|226|6|2157|West Side Story|2008-11-27 15:00:00.000000
4242|35|9|2157|Return To Forever|2008-11-27 19:00:00.000000
4469|127|9|2157|Toad The Wet Sprocket|2008-11-27 15:00:00.000000
5168|1|9|2157|Jonny Lang|2008-11-27 14:00:00.000000
5486|18|9|2157|Ice Cube|2008-11-27 19:00:00.000000
5592|119|9|2157|Ben Harper|2008-11-27 14:00:00.000000
224|305|8|2158|Doctor Atomic|2008-11-28 19:00:00.000000
303|302|8|2158|The Magic Flute|2008-11-28 14:00:00.000000
484|300|8|2158|Simon Boccanegra|2008-11-28 14:00:00.000000
644|207|6|2158|Billy Elliot the Musical|2008-11-28 19:30:00.000000
746|228|6|2158|Pal Joey|2008-11-28 14:30:00.000000
3242|248|7|2158|The Glass Menagerie|2008-11-28 15:00:00.000000
3350|202|7|2158|Oedipus the King|2008-11-28 14:30:00.000000
5549|107|9|2158|Garth Brooks|2008-11-28 19:00:00.000000
7159|120|9|2158|Eagles|2008-11-28 14:00:00.000000
7275|75|9|2158|Alejandro Fernandez|2008-11-28 15:00:00.000000
823|208|6|2159|The Phantom of the Opera|2008-11-29 19:30:00.000000
1212|201|6|2159|Hairspray|2008-11-29 19:00:00.000000
4801|125|9|2159|Little Big Town|2008-11-29 19:00:00.000000
4885|114|9|2159|Vince Gill|2008-11-29 19:00:00.000000
6033|118|9|2159|Dj Tiesto|2008-11-29 19:00:00.000000
7129|75|9|2159|Dierks Bentley|2008-11-29 19:30:00.000000
7450|42|9|2159|Donna Summer|2008-11-29 14:00:00.000000
7857|65|9|2159|The Who|2008-11-29 19:30:00.000000
7861|80|9|2159|Counting Crows|2008-11-29 19:30:00.000000
1358|247|6|2160|Grease|2008-11-30 14:00:00.000000
1479|243|6|2160|The King and I|2008-11-30 20:00:00.000000
1775|258|6|2160|Blue Man Group|2008-11-30 15:00:00.000000
2816|236|7|2160|Oedipus the King|2008-11-30 20:00:00.000000
3612|232|7|2160|Electra|2008-11-30 14:00:00.000000
4583|130|9|2160|Def Leppard|2008-11-30 15:00:00.000000
6335|71|9|2160|3 Doors Down|2008-11-30 14:00:00.000000
7012|75|9|2160|Cold War Kids|2008-11-30 19:00:00.000000
7248|14|9|2160|Cowboy Junkies|2008-11-30 15:00:00.000000
620|208|6|2161|Mamma Mia!|2008-12-01 14:30:00.000000
1163|224|6|2161|High School Musical|2008-12-01 14:00:00.000000
4374|74|9|2161|Dolly Parton|2008-12-01 20:00:00.000000
4834|89|9|2161|Regina Spektor|2008-12-01 14:00:00.000000
5083|104|9|2161|Isaac Hayes|2008-12-01 15:00:00.000000
5330|95|9|2161|Regina Spektor|2008-12-01 14:00:00.000000
5682|31|9|2161|Umphreys McGee|2008-12-01 14:00:00.000000
6654|128|9|2161|Fiction Plane|2008-12-01 15:00:00.000000
7554|53|9|2161|Reba McEntire|2008-12-01 14:00:00.000000
7844|60|9|2161|Bullet for My Valentine|2008-12-01 19:30:00.000000
8707|42|9|2161|3 Doors Down|2008-12-01 19:30:00.000000
305|301|8|2162|La Damnation de Faust|2008-12-02 19:30:00.000000
2253|204|7|2162|Hamlet|2008-12-02 15:00:00.000000
2493|220|7|2162|The Cherry Orchard|2008-12-02 14:00:00.000000
3273|244|7|2162|A Streetcar Named Desire|2008-12-02 14:30:00.000000
4103|22|9|2162|Dave Stewart|2008-12-02 14:00:00.000000
4439|79|9|2162|Cypress Hill|2008-12-02 15:00:00.000000
4656|125|9|2162|Emmylou Harris|2008-12-02 19:00:00.000000
4962|30|9|2162|Bob Dylan|2008-12-02 15:00:00.000000
355|309|8|2163|La Traviata|2008-12-03 19:30:00.000000
606|243|6|2163|High Society|2008-12-03 15:00:00.000000
715|220|6|2163|Pal Joey|2008-12-03 19:00:00.000000
2619|206|7|2163|A Man For All Seasons|2008-12-03 19:00:00.000000
3015|247|7|2163|As You Like It|2008-12-03 14:00:00.000000
4445|55|9|2163|Foghat|2008-12-03 19:00:00.000000
4902|74|9|2163|The Who|2008-12-03 15:00:00.000000
5003|93|9|2163|Mark Knopfler|2008-12-03 19:30:00.000000
6930|72|9|2163|Eddie Vedder|2008-12-03 15:00:00.000000
6943|86|9|2163|Jason Mraz|2008-12-03 14:00:00.000000
7063|42|9|2163|Sheryl Crow|2008-12-03 19:30:00.000000
7257|10|9|2163|Natalie Cole|2008-12-03 14:00:00.000000
602|234|6|2164|Oliver!|2008-12-04 19:30:00.000000
1082|203|6|2164|Hairspray|2008-12-04 14:30:00.000000
1211|230|6|2164|Spamalot|2008-12-04 19:00:00.000000
2450|203|7|2164|Uncle Vanya|2008-12-04 14:30:00.000000
2843|239|7|2164|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-12-04 14:30:00.000000
3636|218|7|2164|The Glass Menagerie|2008-12-04 19:30:00.000000
6401|12|9|2164|Etta James|2008-12-04 14:00:00.000000
6576|128|9|2164|Iron and Wine|2008-12-04 19:30:00.000000
6728|126|9|2164|Patty Griffin|2008-12-04 14:00:00.000000
7566|130|9|2164|Allman Brothers Band|2008-12-04 19:00:00.000000
7960|32|9|2164|Paul Weller|2008-12-04 19:30:00.000000
32|308|8|2165|Ring Cycle|2008-12-05 19:00:00.000000
518|236|6|2165|Kiss Me Kate|2008-12-05 14:00:00.000000
1932|203|7|2165|Macbeth|2008-12-05 20:00:00.000000
2446|233|7|2165|Electra|2008-12-05 14:00:00.000000
5187|115|9|2165|Oasis|2008-12-05 19:30:00.000000
5289|114|9|2165|Sara Bareilles|2008-12-05 14:00:00.000000
5613|1|9|2165|Monsters of Rock|2008-12-05 19:00:00.000000
5670|84|9|2165|Dolly Parton|2008-12-05 19:00:00.000000
7022|56|9|2165|Jethro Tull|2008-12-05 19:00:00.000000
7054|87|9|2165|The Roots|2008-12-05 15:00:00.000000
7066|43|9|2165|Loretta Lynn|2008-12-05 15:00:00.000000
7926|45|9|2165|Natalie Cole|2008-12-05 15:00:00.000000
663|238|6|2166|Shrek the Musical|2008-12-06 15:00:00.000000
766|200|6|2166|The Little Mermaid|2008-12-06 19:00:00.000000
2500|214|7|2166|The Caucasian Chalk Circle|2008-12-06 19:30:00.000000
6204|7|9|2166|Reba McEntire|2008-12-06 19:30:00.000000
6217|16|9|2166|Dave Koz|2008-12-06 19:30:00.000000
8410|15|9|2166|Insane Clown Posse|2008-12-06 19:30:00.000000
8593|58|9|2166|El Tri|2008-12-06 14:00:00.000000
164|300|8|2167|La Damnation de Faust|2008-12-07 15:00:00.000000
734|243|6|2167|Hairspray|2008-12-07 14:30:00.000000
1032|222|6|2167|Oliver!|2008-12-07 19:00:00.000000
1145|229|6|2167|Spamalot|2008-12-07 19:30:00.000000
2461|248|7|2167|Endgame|2008-12-07 15:00:00.000000
2630|236|7|2167|Our Town|2008-12-07 19:00:00.000000
5418|50|9|2167|Suzanne Vega|2008-12-07 15:00:00.000000
6284|41|9|2167|Styx|2008-12-07 19:30:00.000000
6350|79|9|2167|Kenny Chesney|2008-12-07 19:00:00.000000
6623|57|9|2167|Serj Tankian|2008-12-07 19:30:00.000000
6630|96|9|2167|Queensryche|2008-12-07 19:00:00.000000
6705|94|9|2167|Hannah Montana|2008-12-07 15:00:00.000000
7255|105|9|2167|The Who|2008-12-07 19:30:00.000000
7282|83|9|2167|Reba and Kelly Clarkson|2008-12-07 14:00:00.000000
8173|25|9|2167|Oliver Dragojevic|2008-12-07 19:30:00.000000
8735|54|9|2167|70s Soul Jam|2008-12-07 14:00:00.000000
362|300|8|2168|Tristan und Isolde|2008-12-08 14:30:00.000000
661|209|6|2168|Hairspray|2008-12-08 19:30:00.000000
2312|205|7|2168|All My Sons|2008-12-08 20:00:00.000000
2552|249|7|2168|The Seafarer|2008-12-08 15:00:00.000000
2745|212|7|2168|All My Sons|2008-12-08 19:00:00.000000
3624|245|7|2168|Avenue Q|2008-12-08 14:00:00.000000
4723|79|9|2168|Foreigner|2008-12-08 19:30:00.000000
8366|97|9|2168|Sheryl Crow|2008-12-08 15:00:00.000000
8681|112|9|2168|Gavin DeGraw|2008-12-08 19:00:00.000000
655|235|6|2169|High School Musical|2008-12-09 20:00:00.000000
1390|243|6|2169|Shrek the Musical|2008-12-09 14:00:00.000000
1877|205|7|2169|Iphigenia|2008-12-09 15:00:00.000000
2104|205|7|2169|Uncle Vanya|2008-12-09 19:00:00.000000
2657|200|7|2169|To Be or Not To Be|2008-12-09 14:00:00.000000
3104|234|7|2169|Macbeth|2008-12-09 19:30:00.000000
3569|201|7|2169|Iphigenia|2008-12-09 19:00:00.000000
4904|52|9|2169|Steve Miller Band|2008-12-09 19:00:00.000000
5316|114|9|2169|Regina Spektor|2008-12-09 19:00:00.000000
5689|107|9|2169|Suzanne Vega|2008-12-09 19:30:00.000000
6011|60|9|2169|Stone Temple Pilots|2008-12-09 14:00:00.000000
8200|90|9|2169|Bloc Party|2008-12-09 19:00:00.000000
8676|125|9|2169|Fleet Foxes|2008-12-09 15:00:00.000000
347|300|8|2170|La Damnation de Faust|2008-12-10 14:00:00.000000
6047|109|9|2170|Toadies|2008-12-10 19:30:00.000000
7133|20|9|2170|Seal|2008-12-10 19:30:00.000000
7840|115|9|2170|Gary Allan|2008-12-10 19:30:00.000000
8187|1|9|2170|Toby Keith|2008-12-10 19:00:00.000000
8531|125|9|2170|Wyclef Jean|2008-12-10 19:30:00.000000
8572|37|9|2170|Boyz II Men|2008-12-10 19:30:00.000000
272|302|8|2171|Madama Butterfly|2008-12-11 19:00:00.000000
1690|263|6|2171|O - Cirque du Soleil|2008-12-11 14:00:00.000000
2078|232|7|2171|Waiting for Godot|2008-12-11 15:00:00.000000
2381|248|7|2171|Macbeth|2008-12-11 19:00:00.000000
3043|209|7|2171|The Farnsworth Invention|2008-12-11 20:00:00.000000
4063|98|9|2171|Celtic Thunder|2008-12-11 15:00:00.000000
6109|65|9|2171|Barenaked Ladies|2008-12-11 15:00:00.000000
6724|115|9|2171|Smokey Robinson|2008-12-11 19:00:00.000000
7534|117|9|2171|King Crimson|2008-12-11 19:30:00.000000
8212|48|9|2171|Ringo Starr|2008-12-11 15:00:00.000000
69|300|8|2172|Rigoletto|2008-12-12 20:00:00.000000
233|301|8|2172|Simon Boccanegra|2008-12-12 19:30:00.000000
261|308|8|2172|Das Rheingold|2008-12-12 20:00:00.000000
285|308|8|2172|Gotterdammerung|2008-12-12 15:00:00.000000
610|222|6|2172|Jersey Boys|2008-12-12 14:30:00.000000
968|206|6|2172|Kiss Me Kate|2008-12-12 15:00:00.000000
1578|253|6|2172|Blue Man Group|2008-12-12 14:30:00.000000
1940|217|7|2172|Passing Strange|2008-12-12 19:30:00.000000
3768|204|7|2172|November|2008-12-12 20:00:00.000000
4333|26|9|2172|Bobby Brown|2008-12-12 14:00:00.000000
4491|10|9|2172|Flogging Molly|2008-12-12 19:30:00.000000
5541|101|9|2172|Rick Braun|2008-12-12 19:00:00.000000
5633|119|9|2172|Children of Bodom|2008-12-12 19:30:00.000000
5699|109|9|2172|REO Speedwagon|2008-12-12 19:00:00.000000
6250|96|9|2172|Huey Lewis and the News|2008-12-12 19:00:00.000000
2852|202|7|2173|August: Osage County|2008-12-13 19:30:00.000000
2958|219|7|2173|To Be or Not To Be|2008-12-13 15:00:00.000000
3229|210|7|2173|The Caretaker|2008-12-13 19:00:00.000000
3356|217|7|2173|The Frogs|2008-12-13 19:00:00.000000
4146|99|9|2173|Pepe Aguilar|2008-12-13 19:00:00.000000
4489|54|9|2173|Los Temerarios|2008-12-13 14:30:00.000000
5649|113|9|2173|Carrie Underwood|2008-12-13 15:00:00.000000
6356|65|9|2173|New Kids on the Block|2008-12-13 14:00:00.000000
7824|49|9|2173|Lynyrd Skynyrd|2008-12-13 14:00:00.000000
8440|114|9|2173|Robert Cray Band|2008-12-13 19:00:00.000000
919|222|6|2174|The King and I|2008-12-14 19:30:00.000000
1009|231|6|2174|Spamalot|2008-12-14 14:00:00.000000
2185|215|7|2174|The Caucasian Chalk Circle|2008-12-14 14:00:00.000000
2769|232|7|2174|A Tale of Two Cities|2008-12-14 14:00:00.000000
3177|203|7|2174|Wicked|2008-12-14 20:00:00.000000
3575|230|7|2174|The 39 Steps|2008-12-14 14:30:00.000000
5474|8|9|2174|Rush|2008-12-14 15:00:00.000000
5635|118|9|2174|Foo Fighters|2008-12-14 14:00:00.000000
5759|18|9|2174|Tina Turner|2008-12-14 15:00:00.000000
6395|69|9|2174|Hot Chip|2008-12-14 14:00:00.000000
6867|74|9|2174|Alejandro Fernandez|2008-12-14 14:00:00.000000
6995|87|9|2174|Gnarls Barkley|2008-12-14 19:30:00.000000
8571|84|9|2174|Vampire Weekend|2008-12-14 15:00:00.000000
2041|243|7|2175|A Bronx Tale|2008-12-15 15:00:00.000000
2125|238|7|2175|Avenue Q|2008-12-15 15:00:00.000000
2739|216|7|2175|Hamlet|2008-12-15 20:00:00.000000
3292|212|7|2175|Julius Caesar|2008-12-15 19:30:00.000000
3588|249|7|2175|Wicked|2008-12-15 19:00:00.000000
4479|63|9|2175|Goo Goo Dolls|2008-12-15 14:00:00.000000
5576|28|9|2175|Johnny Mathis|2008-12-15 19:00:00.000000
5581|80|9|2175|James Blunt|2008-12-15 19:00:00.000000
6430|104|9|2175|Pepe Aguilar|2008-12-15 15:00:00.000000
7442|101|9|2175|Jimmy Buffett|2008-12-15 19:30:00.000000
8766|65|9|2175|Beach Boys|2008-12-15 14:00:00.000000
21|306|8|2176|Adriana Lecouvreur|2008-12-16 20:00:00.000000
375|305|8|2176|Doctor Atomic|2008-12-16 15:00:00.000000
1387|233|6|2176|Curtains|2008-12-16 20:00:00.000000
1468|206|6|2176|The Phantom of the Opera|2008-12-16 20:00:00.000000
3097|223|7|2176|Thurgood|2008-12-16 20:00:00.000000
4171|26|9|2176|Judas Priest|2008-12-16 15:00:00.000000
5281|100|9|2176|Voodoo Music Experience|2008-12-16 14:00:00.000000
5776|89|9|2176|Vince Gill|2008-12-16 19:00:00.000000
6761|31|9|2176|Black Eyed Peas|2008-12-16 19:00:00.000000
7788|9|9|2176|Alkaline Trio|2008-12-16 19:30:00.000000
560|217|6|2177|Shrek the Musical|2008-12-17 20:00:00.000000
969|208|6|2177|Jersey Boys|2008-12-17 14:00:00.000000
1037|228|6|2177|Kiss Me Kate|2008-12-17 14:30:00.000000
1208|245|6|2177|Grease|2008-12-17 19:30:00.000000
1324|202|6|2177|High Society|2008-12-17 14:30:00.000000
1936|232|7|2177|November|2008-12-17 19:00:00.000000
2270|230|7|2177|Young Frankenstein|2008-12-17 15:00:00.000000
3632|204|7|2177|Oedipus the King|2008-12-17 19:00:00.000000
4210|56|9|2177|Black Crowes|2008-12-17 15:00:00.000000
5569|35|9|2177|Hall and Oates|2008-12-17 19:30:00.000000
5599|116|9|2177|Iggy and the Stooges|2008-12-17 14:00:00.000000
5638|59|9|2177|Paul Weller|2008-12-17 19:30:00.000000
7184|89|9|2177|James Blunt|2008-12-17 15:00:00.000000
7878|64|9|2177|Emmylou Harris|2008-12-17 15:00:00.000000
4009|78|9|2178|Michael Bolton|2008-12-18 15:00:00.000000
4773|9|9|2178|Cafe Tacuba|2008-12-18 14:00:00.000000
4807|108|9|2178|Judas Priest|2008-12-18 19:00:00.000000
4864|49|9|2178|Cute Is What We Aim For|2008-12-18 15:00:00.000000
5432|14|9|2178|Erykah Badu|2008-12-18 19:30:00.000000
6911|85|9|2178|Gwen Stefani|2008-12-18 15:00:00.000000
6991|7|9|2178|Voodoo Music Experience|2008-12-18 14:00:00.000000
7121|99|9|2178|English Beat|2008-12-18 15:00:00.000000
7768|114|9|2178|Gladys Knight|2008-12-18 15:00:00.000000
7848|106|9|2178|The Police|2008-12-18 14:00:00.000000
8533|58|9|2178|Dwight Yoakam|2008-12-18 19:30:00.000000
624|201|6|2179|The Phantom of the Opera|2008-12-19 14:30:00.000000
1750|257|6|2179|Spamalot|2008-12-19 20:00:00.000000
2256|201|7|2179|Uncle Vanya|2008-12-19 20:00:00.000000
4025|68|9|2179|Hot Tuna|2008-12-19 14:30:00.000000
5181|113|9|2179|Iron and Wine|2008-12-19 15:00:00.000000
5742|62|9|2179|Rick Braun|2008-12-19 14:00:00.000000
7485|41|9|2179|Keith Urban|2008-12-19 19:30:00.000000
7610|110|9|2179|Cher|2008-12-19 19:00:00.000000
7681|70|9|2179|The Black Keys|2008-12-19 15:00:00.000000
8086|31|9|2179|Joe Satriani|2008-12-19 19:00:00.000000
8354|22|9|2179|Toby Keith|2008-12-19 14:00:00.000000
899|203|6|2180|Flower Drum Song|2008-12-20 19:30:00.000000
1780|259|6|2180|Mystere Cirque du Soleil|2008-12-20 14:00:00.000000
3411|206|7|2180|King Lear|2008-12-20 14:00:00.000000
4660|38|9|2180|War|2008-12-20 15:00:00.000000
5348|81|9|2180|Vans Warped Tour|2008-12-20 15:00:00.000000
6142|107|9|2180|Mariah Carey|2008-12-20 19:00:00.000000
6435|108|9|2180|Steve Winwood|2008-12-20 14:00:00.000000
7188|64|9|2180|Zappa Plays Zappa|2008-12-20 14:00:00.000000
7429|126|9|2180|Crue Fest|2008-12-20 15:00:00.000000
865|206|6|2181|Mamma Mia!|2008-12-21 20:00:00.000000
1256|235|6|2181|Dirty Dancing|2008-12-21 19:00:00.000000
1432|245|6|2181|Jersey Boys|2008-12-21 14:30:00.000000
2671|210|7|2181|Passing Strange|2008-12-21 19:30:00.000000
2691|222|7|2181|The Farnsworth Invention|2008-12-21 14:30:00.000000
2747|215|7|2181|Wicked|2008-12-21 14:00:00.000000
2929|246|7|2181|A Streetcar Named Desire|2008-12-21 19:00:00.000000
2969|242|7|2181|November|2008-12-21 20:00:00.000000
3484|223|7|2181|August: Osage County|2008-12-21 19:00:00.000000
3615|245|7|2181|Glengarry Glen Ross|2008-12-21 15:00:00.000000
3944|44|9|2181|Brian Jonestown Massacre|2008-12-21 14:30:00.000000
5834|44|9|2181|Jason Mraz|2008-12-21 15:00:00.000000
7023|116|9|2181|Echo & the Bunnymen|2008-12-21 19:30:00.000000
7213|34|9|2181|Judas Priest|2008-12-21 19:30:00.000000
7289|58|9|2181|Vanessa Hudgens|2008-12-21 14:00:00.000000
7581|45|9|2181|Conor Oberst|2008-12-21 14:00:00.000000
8493|8|9|2181|Randy Travis|2008-12-21 19:00:00.000000
830|223|6|2182|Jersey Boys|2008-12-22 14:30:00.000000
2714|211|7|2182|The Frogs|2008-12-22 14:30:00.000000
2867|201|7|2182|Rhinoceros|2008-12-22 19:30:00.000000
2935|232|7|2182|The Country Girl|2008-12-22 14:00:00.000000
3216|239|7|2182|The Glass Menagerie|2008-12-22 14:00:00.000000
3253|236|7|2182|Thurgood|2008-12-22 19:00:00.000000
3354|225|7|2182|Spring Awakening|2008-12-22 20:00:00.000000
4362|85|9|2182|Aimee Mann|2008-12-22 20:00:00.000000
5287|39|9|2182|Jesse McCartney|2008-12-22 19:30:00.000000
5877|68|9|2182|Projekt Revolution|2008-12-22 19:00:00.000000
6046|118|9|2182|Sweet Honey in the Rock|2008-12-22 19:30:00.000000
6054|83|9|2182|Dave Stewart|2008-12-22 19:30:00.000000
6057|22|9|2182|Bo Bice|2008-12-22 19:00:00.000000
6533|92|9|2182|Jason Aldean|2008-12-22 15:00:00.000000
1287|236|6|2183|Les Miserables|2008-12-23 20:00:00.000000
4086|20|9|2183|Akon|2008-12-23 19:00:00.000000
6493|27|9|2183|Melissa Etheridge|2008-12-23 19:00:00.000000
8024|33|9|2183|Joe Satriani|2008-12-23 14:00:00.000000
264|308|8|2184|Ring Cycle|2008-12-24 14:00:00.000000
1284|228|6|2184|Jersey Boys|2008-12-24 14:30:00.000000
2435|218|7|2184|The Caretaker|2008-12-24 19:30:00.000000
2463|243|7|2184|Miss Julie|2008-12-24 15:00:00.000000
6704|34|9|2184|Erykah Badu|2008-12-24 15:00:00.000000
6885|18|9|2184|Mogwai|2008-12-24 14:00:00.000000
112|305|8|2185|La Cenerentola (Cinderella)|2008-12-25 14:30:00.000000
312|307|8|2185|Lucia di Lammermoor|2008-12-25 14:30:00.000000
2866|247|7|2185|A Midsummer Night's Dream|2008-12-25 20:00:00.000000
4428|65|9|2185|Foghat|2008-12-25 14:30:00.000000
4751|64|9|2185|Country Thunder USA|2008-12-25 14:30:00.000000
5277|112|9|2185|Hippiefest|2008-12-25 19:30:00.000000
5513|28|9|2185|Seal|2008-12-25 19:30:00.000000
5728|78|9|2185|America|2008-12-25 19:30:00.000000
6080|27|9|2185|Maroon 5|2008-12-25 14:00:00.000000
7954|46|9|2185|Alan Jackson|2008-12-25 15:00:00.000000
8487|30|9|2185|Buckcherry|2008-12-25 14:00:00.000000
925|225|6|2186|Curtains|2008-12-26 14:30:00.000000
2648|241|7|2186|Rhinoceros|2008-12-26 14:30:00.000000
3131|210|7|2186|Oedipus the King|2008-12-26 19:00:00.000000
3657|205|7|2186|Young Frankenstein|2008-12-26 14:30:00.000000
4277|109|9|2186|Little River Band|2008-12-26 20:00:00.000000
5109|19|9|2186|Michael Buble|2008-12-26 19:30:00.000000
5297|123|9|2186|Brian McKnight|2008-12-26 14:00:00.000000
5578|6|9|2186|Keb Mo|2008-12-26 19:30:00.000000
7490|114|9|2186|Widespread Panic|2008-12-26 19:30:00.000000
8049|35|9|2186|The Police|2008-12-26 15:00:00.000000
8475|90|9|2186|Jesse Lacey|2008-12-26 19:00:00.000000
104|304|8|2187|The Magic Flute|2008-12-27 20:00:00.000000
106|307|8|2187|Lucia di Lammermoor|2008-12-27 19:30:00.000000
125|306|8|2187|Eugene Onegin|2008-12-27 15:00:00.000000
282|306|8|2187|Carmen|2008-12-27 14:00:00.000000
989|210|6|2187|West Side Story|2008-12-27 15:00:00.000000
2181|205|7|2187|The Homecoming|2008-12-27 20:00:00.000000
2793|228|7|2187|A Christmas Carol|2008-12-27 14:30:00.000000
3424|240|7|2187|A Midsummer Night's Dream|2008-12-27 20:00:00.000000
3563|214|7|2187|The Glass Menagerie|2008-12-27 14:00:00.000000
5189|128|9|2187|Sammy Hagar|2008-12-27 19:30:00.000000
5301|63|9|2187|Randy Travis|2008-12-27 14:00:00.000000
5627|13|9|2187|Crosby Stills Nash|2008-12-27 19:30:00.000000
5694|111|9|2187|Kiss|2008-12-27 15:00:00.000000
6161|77|9|2187|LeAnn Rimes|2008-12-27 19:30:00.000000
6359|60|9|2187|Greg Kihn Band|2008-12-27 14:00:00.000000
6361|111|9|2187|Foo Fighters|2008-12-27 14:00:00.000000
7800|72|9|2187|Christina Aguilera|2008-12-27 19:00:00.000000
7887|96|9|2187|Queensryche|2008-12-27 19:00:00.000000
8147|124|9|2187|Rascal Flatts|2008-12-27 19:30:00.000000
142|306|8|2188|La Rondine|2008-12-28 19:30:00.000000
1029|221|6|2188|Chicago|2008-12-28 14:30:00.000000
1265|226|6|2188|South Pacific|2008-12-28 15:00:00.000000
1829|226|7|2188|Othello|2008-12-28 15:00:00.000000
2007|211|7|2188|The Homecoming|2008-12-28 14:30:00.000000
2401|202|7|2188|Hedda Gabler|2008-12-28 15:00:00.000000
2771|208|7|2188|A Midsummer Night's Dream|2008-12-28 19:30:00.000000
3576|200|7|2188|The Farnsworth Invention|2008-12-28 14:30:00.000000
4406|59|9|2188|KT Tunstall|2008-12-28 19:00:00.000000
4449|1|9|2188|Linda Eder|2008-12-28 14:00:00.000000
5917|104|9|2188|The Police|2008-12-28 14:00:00.000000
6194|126|9|2188|DJ Shadow and Cut Chemist|2008-12-28 19:00:00.000000
6726|84|9|2188|Dandy Warhols|2008-12-28 19:00:00.000000
6759|22|9|2188|Bo Bice|2008-12-28 14:00:00.000000
7406|90|9|2188|Lyle Lovett|2008-12-28 15:00:00.000000
8059|115|9|2188|Umphreys McGee|2008-12-28 19:00:00.000000
189|307|8|2189|Don Giovanni|2008-12-29 14:30:00.000000
245|306|8|2189|La Sonnambula|2008-12-29 19:30:00.000000
1261|202|6|2189|Memphis - The Birth of Rock n Roll|2008-12-29 19:30:00.000000
2100|235|7|2189|For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf|2008-12-29 14:30:00.000000
2308|219|7|2189|Rhinoceros|2008-12-29 20:00:00.000000
2429|246|7|2189|Macbeth|2008-12-29 19:30:00.000000
3419|244|7|2189|November|2008-12-29 14:30:00.000000
4096|11|9|2189|Ryan Adams|2008-12-29 19:00:00.000000
4954|29|9|2189|King Crimson|2008-12-29 19:30:00.000000
5375|107|9|2189|Barenaked Ladies|2008-12-29 14:00:00.000000
5424|63|9|2189|Widespread Panic|2008-12-29 15:00:00.000000
6957|85|9|2189|Jason Aldean|2008-12-29 14:00:00.000000
6996|50|9|2189|Rod Stewart|2008-12-29 19:00:00.000000
7845|106|9|2189|Aimee Mann|2008-12-29 15:00:00.000000
8521|46|9|2189|Lonestar|2008-12-29 15:00:00.000000
1217|238|6|1827|Mamma Mia!|2008-01-01 20:00:00.000000
1433|248|6|1827|Grease|2008-01-01 19:00:00.000000
2811|207|7|1827|Spring Awakening|2008-01-01 15:00:00.000000
3915|51|9|1827|Return To Forever|2008-01-01 14:00:00.000000
4135|16|9|1827|Nas|2008-01-01 14:30:00.000000
5807|45|9|1827|Return To Forever|2008-01-01 15:00:00.000000
6649|6|9|1827|Hannah Montana|2008-01-01 19:30:00.000000
6711|72|9|1827|Smashing Pumpkins|2008-01-01 19:00:00.000000
7747|6|9|1827|K.D. Lang|2008-01-01 15:00:00.000000
521|248|6|1828|West Side Story|2008-01-02 15:00:00.000000
1337|217|6|1828|Spamalot|2008-01-02 20:00:00.000000
1738|260|6|1828|Beatles LOVE|2008-01-02 20:00:00.000000
2131|212|7|1828|Macbeth|2008-01-02 15:00:00.000000
2494|203|7|1828|The Caretaker|2008-01-02 19:00:00.000000
2809|213|7|1828|The Cherry Orchard|2008-01-02 14:30:00.000000
2824|248|7|1828|Cirque du Soleil|2008-01-02 19:00:00.000000
2920|209|7|1828|Macbeth|2008-01-02 19:30:00.000000
4853|39|9|1828|Rick Braun|2008-01-02 19:00:00.000000
5475|98|9|1828|Demi Lovato|2008-01-02 19:30:00.000000
5737|77|9|1828|David Sanborn|2008-01-02 19:00:00.000000
6262|2|9|1828|Gogol Bordello|2008-01-02 15:00:00.000000
394|300|8|1829|Adriana Lecouvreur|2008-01-03 15:00:00.000000
2043|217|7|1829|The Bacchae|2008-01-03 19:00:00.000000
2266|247|7|1829|Passing Strange|2008-01-03 20:00:00.000000
2729|200|7|1829|Hedda Gabler|2008-01-03 14:00:00.000000
3496|205|7|1829|August: Osage County|2008-01-03 19:00:00.000000
3633|232|7|1829|The Country Girl|2008-01-03 19:30:00.000000
